14.0,17.0,6.0,3.0,1.0,55.7,15.4,6.5,2.9,16.0,11.0,5.0,1.0,4.0,48.4,14.9,4.9,1.3,3
16.0,16.0,6.0,3.0,1.0,54.7,15.3,6.2,3.2,22.0,10.0,6.0,2.0,2.0,49.5,16.0,5.7,2.2,3
19.0,12.0,7.0,2.0,1.0,53.6,15.4,5.4,3.2,14.0,10.0,5.0,3.0,2.0,48.7,15.6,6.1,1.3,3
18.0,14.0,6.0,3.0,1.0,52.7,15.1,5.4,3.6,13.0,13.0,5.0,4.0,1.0,53.5,15.5,6.0,2.3,4
20.0,11.0,7.0,3.0,0.0,54.3,14.9,5.9,3.9,27.0,18.0,6.0,3.0,1.0,54.7,12.8,6.2,2.2,2
18.0,13.0,6.0,4.0,0.0,53.1,14.1,5.5,4.3,10.0,16.0,2.0,6.0,2.0,47.8,14.7,4.2,2.6,2
17.0,12.0,5.0,4.0,1.0,51.9,14.5,6.2,3.4,11.0,13.0,4.0,4.0,2.0,49.7,14.0,4.2,1.8,1
15.0,13.0,4.0,5.0,1.0,51.7,14.8,6.1,4.0,13.0,4.0,6.0,1.0,3.0,52.6,14.1,6.6,2.1,2
12.0,13.0,3.0,5.0,2.0,52.8,14.6,5.8,3.4,10.0,18.0,1.0,6.0,3.0,50.6,15.6,5.1,2.7,2
10.0,14.0,2.0,5.0,3.0,53.6,15.0,6.5,3.4,12.0,17.0,4.0,4.0,2.0,48.0,14.0,5.3,3.5,3
11.0,13.0,3.0,4.0,3.0,54.8,15.4,7.1,3.3,18.0,3.0,8.0,1.0,1.0,51.1,11.4,4.2,2.3,3
10.0,11.0,3.0,3.0,4.0,54.7,16.3,7.4,2.8,17.0,10.0,5.0,2.0,3.0,57.1,15.6,5.4,2.1,4
13.0,10.0,4.0,2.0,4.0,54.1,17.7,7.0,2.6,14.0,11.0,5.0,4.0,1.0,45.7,16.3,3.8,3.0,4
14.0,11.0,4.0,2.0,4.0,54.3,17.6,6.7,2.9,25.0,5.0,9.0,1.0,0.0,53.1,14.5,4.4,2.0,1
15.0,11.0,4.0,2.0,4.0,54.9,17.4,5.8,2.2,12.0,23.0,4.0,6.0,0.0,49.1,12.8,4.7,2.5,0
15.0,9.0,4.0,1.0,5.0,54.5,17.5,5.7,2.4,30.0,11.0,8.0,1.0,1.0,57.3,12.6,5.6,2.5,2
14.0,10.0,4.0,2.0,4.0,54.5,18.2,5.9,2.4,10.0,11.0,2.0,6.0,2.0,49.9,15.0,5.8,2.4,0
13.0,9.0,4.0,2.0,4.0,53.6,18.2,6.1,2.6,9.0,15.0,1.0,3.0,6.0,47.1,16.3,4.8,1.3,4
15.0,10.0,3.0,2.0,5.0,54.4,15.0,6.5,2.5,12.0,16.0,2.0,3.0,5.0,51.3,14.4,6.7,2.5,2
13.0,10.0,3.0,3.0,4.0,54.1,14.9,6.4,2.7,11.0,12.0,2.0,4.0,4.0,51.5,18.4,5.7,2.1,2
11.0,10.0,2.0,2.0,6.0,53.3,14.0,6.6,2.7,6.0,12.0,0.0,4.0,6.0,48.5,18.5,4.5,2.5,2
13.0,11.0,3.0,2.0,5.0,55.0,12.1,7.3,2.5,16.0,5.0,6.0,1.0,3.0,54.2,13.2,5.1,2.8,2
14.0,12.0,3.0,2.0,5.0,54.1,12.8,6.8,2.5,22.0,10.0,7.0,2.0,1.0,52.7,13.4,6.0,1.6,4
10.0,14.0,2.0,3.0,5.0,52.5,13.3,6.9,2.4,6.0,20.0,0.0,6.0,4.0,44.9,14.5,4.9,3.1,3
12.0,13.0,3.0,3.0,4.0,53.7,13.3,6.8,2.2,8.0,12.0,1.0,5.0,4.0,53.7,13.8,5.6,2.1,2
14.0,13.0,4.0,3.0,3.0,52.4,13.3,6.7,2.2,19.0,4.0,8.0,0.0,2.0,51.9,14.3,5.0,3.1,3
11.0,15.0,3.0,4.0,3.0,52.0,12.8,6.0,1.9,10.0,7.0,3.0,3.0,4.0,49.9,14.0,5.0,3.3,3
12.0,15.0,3.0,4.0,3.0,51.8,12.6,6.6,1.4,16.0,10.0,6.0,3.0,1.0,52.7,12.6,7.3,1.6,2
15.0,14.0,5.0,4.0,1.0,49.9,13.1,6.1,1.4,8.0,13.0,1.0,4.0,5.0,58.5,13.9,6.2,1.8,4
15.0,18.0,4.0,5.0,1.0,49.5,12.6,6.3,1.4,20.0,11.0,5.0,1.0,4.0,50.1,10.5,6.3,1.8,1
15.0,14.0,5.0,4.0,1.0,48.2,11.0,5.4,2.1,19.0,15.0,5.0,2.0,3.0,51.8,13.8,5.5,1.5,4
18.0,13.0,6.0,3.0,1.0,47.0,11.1,4.5,1.9,24.0,7.0,8.0,1.0,1.0,58.8,13.8,6.3,2.6,1
17.0,12.0,5.0,3.0,2.0,47.9,11.9,4.8,2.3,14.0,12.0,5.0,3.0,2.0,55.7,13.3,6.6,3.3,2
16.0,12.0,5.0,3.0,2.0,46.9,11.5,4.4,2.4,24.0,8.0,6.0,3.0,1.0,54.4,13.1,3.7,2.2,2
16.0,12.0,5.0,3.0,2.0,46.6,11.2,4.8,2.7,12.0,12.0,3.0,4.0,3.0,48.7,12.4,6.5,0.9,3
16.0,11.0,5.0,3.0,2.0,46.8,11.4,5.2,2.8,12.0,10.0,5.0,4.0,1.0,50.4,11.1,5.2,1.7,2
15.0,8.0,5.0,2.0,3.0,48.1,11.9,6.4,2.9,13.0,11.0,4.0,3.0,3.0,46.1,16.2,5.2,2.2,4
20.0,11.0,5.0,2.0,3.0,48.3,12.5,6.6,1.9,14.0,15.0,4.0,4.0,2.0,50.3,11.5,7.2,1.6,3
18.0,9.0,5.0,2.0,3.0,50.5,12.6,7.5,1.9,14.0,12.0,5.0,3.0,2.0,57.7,9.2,7.2,1.8,2
19.0,9.0,5.0,1.0,4.0,48.7,12.5,7.3,2.0,10.0,10.0,3.0,3.0,4.0,50.7,16.4,4.4,2.5,4
21.0,9.0,6.0,1.0,3.0,48.5,12.3,7.5,2.1,9.0,21.0,1.0,7.0,2.0,49.1,14.8,4.8,2.0,1
19.0,9.0,6.0,1.0,3.0,47.9,13.0,6.9,1.8,24.0,11.0,7.0,2.0,1.0,54.2,12.7,6.4,1.6,2
19.0,9.0,6.0,1.0,3.0,47.5,14.0,6.7,1.9,16.0,11.0,5.0,1.0,4.0,56.1,13.6,5.1,2.1,3
19.0,10.0,6.0,1.0,3.0,47.6,14.0,6.7,2.3,17.0,13.0,5.0,2.0,3.0,54.6,13.0,5.6,2.4,4
19.0,11.0,6.0,1.0,3.0,48.0,14.3,6.3,2.4,16.0,13.0,5.0,4.0,1.0,54.6,14.0,7.0,2.6,3
17.0,11.0,7.0,2.0,1.0,48.3,14.2,5.7,2.6,20.0,12.0,6.0,3.0,1.0,54.3,16.3,7.0,1.7,3
15.0,11.0,7.0,2.0,1.0,49.1,15.3,5.9,2.6,10.0,17.0,2.0,6.0,2.0,51.3,15.7,5.9,1.8,4
17.0,12.0,7.0,2.0,1.0,49.2,15.1,5.7,2.4,22.0,11.0,8.0,2.0,0.0,54.3,14.4,4.7,1.6,2
13.0,13.0,6.0,4.0,0.0,52.0,15.7,6.6,2.4,21.0,9.0,8.0,1.0,1.0,55.9,14.6,8.3,2.2,3
20.0,14.0,7.0,3.0,0.0,51.9,15.1,6.3,2.4,9.0,11.0,3.0,5.0,2.0,54.7,15.8,6.9,2.7,2
19.0,14.0,6.0,3.0,1.0,52.2,15.0,6.3,1.8,7.0,12.0,3.0,4.0,3.0,47.6,14.1,4.0,2.9,3
18.0,14.0,6.0,3.0,1.0,52.9,14.3,6.7,1.6,10.0,12.0,3.0,5.0,2.0,49.3,13.2,4.0,0.8,1
19.0,11.0,7.0,2.0,1.0,53.8,14.4,6.9,1.7,26.0,7.0,8.0,2.0,0.0,53.8,12.7,5.4,2.6,2
20.0,11.0,7.0,2.0,1.0,50.5,13.6,6.2,1.8,10.0,17.0,3.0,5.0,2.0,50.4,12.8,3.5,2.1,2
20.0,10.0,7.0,2.0,1.0,49.9,13.9,6.2,2.0,16.0,18.0,2.0,3.0,5.0,51.1,14.6,6.7,2.6,4
19.0,7.0,7.0,1.0,2.0,51.5,13.9,6.5,2.6,10.0,20.0,1.0,6.0,3.0,46.8,15.8,5.0,1.8,4
21.0,8.0,7.0,0.0,3.0,51.2,13.7,6.2,2.7,7.0,20.0,1.0,6.0,3.0,45.6,14.0,4.2,2.1,4
25.0,9.0,7.0,0.0,3.0,53.2,12.9,6.3,3.2,19.0,14.0,5.0,4.0,1.0,55.0,12.0,6.7,2.1,4
21.0,9.0,7.0,0.0,3.0,51.2,12.2,6.3,3.5,13.0,10.0,4.0,3.0,3.0,54.5,11.9,4.8,2.6,4
27.0,11.0,8.0,0.0,2.0,52.0,12.1,6.9,3.1,15.0,18.0,3.0,4.0,3.0,56.4,13.2,6.2,1.8,4
27.0,13.0,7.0,1.0,2.0,51.3,13.1,6.6,3.1,18.0,7.0,6.0,1.0,3.0,49.8,12.6,5.5,2.1,2
26.0,15.0,6.0,2.0,2.0,51.0,13.1,6.7,3.0,23.0,18.0,3.0,5.0,2.0,52.6,13.9,7.9,1.8,4
27.0,19.0,6.0,4.0,0.0,50.7,12.3,5.8,2.5,12.0,14.0,3.0,5.0,2.0,46.9,13.3,4.5,1.1,1
